CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE
40401453,JAKE'S DILEMMA,MANHATTAN,430,AMSTERDAM AVENUE,10024,2125800556
40401454,PARIS GOURMET DELI,QUEENS,49-11,VERNON BOULEVARD,11101,7184720303
40401487,BETH TORAH KOSHER CATERERS,QUEENS,106-06,QUEENS BOULEVARD,11375,7182614775
40401504,MCDONALD'S,MANHATTAN,401,PARK AVENUE SOUTH,10016,2126834919
40401506,BACK TO NATURE,BROOKLYN,535,KINGS HIGHWAY,11223,7183390273
40401513,ROCCO'S PIZZERIA,BROOKLYN,522,NEPTUNE AVENUE,11224,7189968839
40401543,USA DINER,QUEENS,243-03,MERRICK BOULEVARD,11422,7189497933
40401556,HEIGHTS CAFE,BROOKLYN,84,MONTAGUE STREET,11201,7186255555
40401583,EL REY DE LA CARIDAD,MANHATTAN,973,AMSTERDAM AVENUE,10025,2122227383
40401636,TATIANA RESTAURANT,BROOKLYN,3152,BRIGHTON    6 STREET,11235,7188915151
40401671,WATER FRONT ALE HOUSE,MANHATTAN,540,2 AVENUE,10016,2126964104
40401673,HIGHLANDS CAFE RESTAURANT,MANHATTAN,1505,THIRD AVENUE,10028,2122496505
40401691,S Dynasty,MANHATTAN,511,LEXINGTON AVENUE,10017,2123551200
40401707,ORIENTAL PALACE KITCHEN,MANHATTAN,1728,MADISON AVENUE,10029,2125346087
40401722,DELI PLUS ( INSIDE PORT AUTHORITY STATION),MANHATTAN,625,8 AVENUE,10018,2122445678
40401742,MCDONALD'S,QUEENS,22112,SOUTH CONDUIT AVENUE,11413,7182766230
40401760,DUNKIN' DONUTS,BROOKLYN,892,MANHATTAN AVENUE,11222,7183492930
40401775,ORIENTAL EXPRESS,MANHATTAN,62,WILLIAM STREET,10005,2127979477
40401810,LOS ARRIEROS RESTAURANT,QUEENS,76-02,ROOSEVELT AVENUE,11372,7188983359
40401821,THREE DECKER RESTAURANT,MANHATTAN,1746,2 AVENUE,10128,2122899936
40401834,COLUMBUS GOURMET FOOD,MANHATTAN,261,COLUMBUS AVE STORE #2,10023,2127217800
40401837,JERUSALEM PIZZA,BROOKLYN,1424,AVENUE M,11230,7186454753
40401841,VILLAGE PIZZA,MANHATTAN,65,8 AVENUE,10014,2122434367
40401846,BORIN'QUEYA,BROOKLYN,5311,4 AVENUE,11220,7185679305
40401864,NELLY'S CAFE,QUEENS,1012,37 AVENUE,11101,7187292016
40401887,SPORTS MANIA BAR & GRILL,QUEENS,143-67,243 STREET,11422,7185259521
40401895,JOHNNY'S BAR,MANHATTAN,90,GREENWICH AVENUE,10011,2127415279
40401912,O'NIEALS,MANHATTAN,174,GRAND STREET,10013,2129419119
40401934,BROOKLYN DINER,MANHATTAN,888,7 AVENUE,10106,2129772280
40401937,PAPA LEONE PIZZERIA,BROOKLYN,101103,ORIENTAL BOULEVARD,11235,7186481349
40401946,NOBU,MANHATTAN,105,HUDSON STREET,10013,2122190500
40401953,MCDONALD'S,MANHATTAN,237987,ADAM CLAYTON POWELL BOULEVARD,10030,2122830559
40401971,TJ BYRNE'S BAR,MANHATTAN,77,FULTON STREET,10038,2124064551
40401972,BANGAL CURRY,MANHATTAN,27,PARK PLACE,10007,2122678342
40401998,CAFE METRO,MANHATTAN,530,7 AVENUE,10018,2123988788
40401999,TIERRAS COLUMBIANAS,QUEENS,3301,BROADWAY,11106,7189563012
40402007,GRAND AVENUE PIZZA,QUEENS,34-24,30 AVENUE,11103,7187288879
40402011,HUDSON PLACE,MANHATTAN,538,3 AVENUE,10016,2126866660
40402023,LE MARAIS,MANHATTAN,150,WEST   46 STREET,10036,2128690900
40402026,ESTANCIA 460,MANHATTAN,460,GREENWICH STREET,10013,2124315093
40402029,IZALCO RESTAURANT,QUEENS,64-05,ROOSEVELT AVENUE,11377,7185338373
40402082,JP MORGAN CHASE BANK CAFETERIA,BROOKLYN,126,MYRTLE AVENUE,11201,7182427286
40402089,HENRY ST. ALE HOUSE,BROOKLYN,62,HENRY STREET,11201,7185224801
40402095,SUSHIDEN,MANHATTAN,1251,AVENUE OF THE AMERICAS,10020,2123982800
40402102,TIMMY'S DELI,QUEENS,11102,ROOSEVELT AVENUE,11368,7184296106
40402106,MCDONALD'S,BRONX,4174,WHITE PLAIN ROAD,10466,7185471823
40402145,BALI NUSA INDONESIAN RESTAURANT,MANHATTAN,651,NINTH AVENUE,10036,2122652200
40402151,CIBO,MANHATTAN,767,2 AVENUE,10017,2126811616
40402172,LOMBARDI'S,MANHATTAN,32,SPRING STREET,10012,2129417994
40402187,VILLA BARONE,BRONX,3289,WESTCHESTER AVENUE,10461,7188280560
40402205,PIADINA RESTAURANT,MANHATTAN,57,WEST 10 STREET,10011,2124608017
40402222,RAB'S COUNTRY LANE,STATEN ISLAND,1600,HYLAN BOULEVARD,10305,7189791600
40402231,THE TRIPLE CROWN,MANHATTAN,330,7 AVENUE,10001,2127361575
40402238,WOOD BINE CATERERS,BROOKLYN,2281,CHURCH AVENUE,11226,7186936404
40402266,UNFORGETTABLE LOUNGE,QUEENS,112-22,SUTPHIN BOULEVARD,11435,3474993703
40402284,DI LUVIO'S DELI,QUEENS,3000,47 AVENUE,11101,7184828251
40402333,ASTORIA BAGEL SHOP,QUEENS,2812,DITMARS BOULEVARD,11105,7187285169
40402337,J & M BAKERY,QUEENS,3010,36 AVENUE,11106,7187841511
40402345,AMERICAS RESTORANTE,QUEENS,10310,ROOSEVELT AVENUE,11368,7184763476
40402362,BLAKE & TODD,MANHATTAN,7,WEST   47 STREET,10036,2128691929
40402365,MICHAEL'S,MANHATTAN,24,WEST   55 STREET,10019,2127670555
40402368,NEW YORK RIFLE CLUB,MANHATTAN,77,MACDOUGAL STREET,10012,2122542500
40402369,COLONY CLUB,MANHATTAN,564,PARK AVENUE,10065,2128384200
40402375,WOMENS NATL. REPUBLICAN CLUB,MANHATTAN,3,WEST   51 STREET,10019,2125825454
40402376,THE CENTURY ASSOCIATION,MANHATTAN,7,WEST   43 STREET,10036,2129440090
40402377,REGENCY WHIST CLUB,MANHATTAN,15,EAST   67 STREET,10065,2127341734
40402393,HARVARD CLUB,MANHATTAN,27,WEST   44 STREET,10036,2128406600
40402397,THE RIVER CLUB,MANHATTAN,447,EAST   52 STREET,10022,2127510100
40402398,FRIARS NATIONAL ASSOC.,MANHATTAN,57,EAST 55 STREET,10022,2127517272
40402407,UNION CLUB OF CITY OF NEW YORK,MANHATTAN,101,EAST   69 STREET,10021,2127345400
40402418,NEW YORK JR. LEAGUE,MANHATTAN,130,EAST   80 STREET,10075,2122886220
40402423,KNICKERBOCKER CLUB,MANHATTAN,2,EAST   62 STREET,10065,2128386700
40402424,ANGLERS CLUB OF NEW YORK,MANHATTAN,101,BROAD STREET,10004,2124257333
40402428,DOWN TOWN ASSOCIATION,MANHATTAN,60,PINE STREET,10005,2124221982
40402465,THE UNION LEAGUE CLUB,MANHATTAN,38,EAST   37 STREET,10016,2126853800
40402466,LOTOS CLUB GRILL ROOM,MANHATTAN,5,EAST   66 STREET,10065,2127377100
40402527,Madison Square,MANHATTAN,51,MADISON AVENUE,10010,2125766303
40402610,YALE CLUB,MANHATTAN,50,VANDERBILT AVENUE,10017,2127162136
40402679,STUYVESANT YACHT CLUB,BRONX,10,CENTRE STREET,10464,7188856130
40402699,RIVERDALE YACHT CLUB,BRONX,800,WEST 254 STREET & HUDSON RIVER,10471,7185430792
40402709,METROPOLITAN MUSEUM EMPLOYEE CAFETERIA,MANHATTAN,1000,5 AVENUE,10028,2126502907
40402717,THE WEBSTER APARTMENTS,MANHATTAN,419,WEST   34 STREET,10001,2125943966
40402742,ISLAND CHATEAU,STATEN ISLAND,900,WEST FINGERBOARD ROAD,10305,7184475882
40402755,THE UNIVERSITY CLUB,MANHATTAN,1,WEST   54 STREET,10019,2125723420
40402756,THE UNIVERSITY CLUB,MANHATTAN,1,WEST   54 STREET,10019,2125723467
40402785,HARMONIE CLUB,MANHATTAN,4,EAST 60 STREET,10022,2123557400
40402788,CBS EMPLOYEE CAFETERIA,MANHATTAN,524,WEST   57 STREET,10019,2129752560
40402893,COLUMBUS CITIZENS FOUNDATION,MANHATTAN,8,EAST   69 STREET,10021,2122499923
40402899,GLEN TERRACE,BROOKLYN,5313,AVENUE N,11234,7182524614
40403110,CAFETERIA- LIRR EMPLOYEES,QUEENS,9302,SUTPHIN BOULEVARD,11435,7185587610
40403419,AIR INDIA LOUNGE,QUEENS,4,- JFK AIRPORT,11430,7187514040
40403579,THE TAP ROOM,MANHATTAN,1,WEST   54 STREET,10019,2125723420
40403586,THE UNIVERSITY CLUB,MANHATTAN,1,WEST   54 STREET,10019,2125723420
40403721,SIMPSON THACHER AND BARTLET CAFE,MANHATTAN,425,LEXINGTON AVENUE,10017,2124552534
40403768,CLEARY GOTTLIEB,MANHATTAN,1,LIBERTY PLAZA,10006,2122253950
40403799,BLACK ROCK CAFE,MANHATTAN,51,WEST 52 STREET,10019,2129754493
40403822,ANTUN'S,QUEENS,96-43,SPRINGFIELD BOULEVARD,11429,7184686400
40403830,PRINCESS MANOR,BROOKLYN,92,NASSAU AVENUE,11222,7183896965
40403857,S.M.R RESTAURANT SERVICES,QUEENS,4605,56 ROAD,11378,7183619826
40403876,BANK OF NEW YORK CAFE,MANHATTAN,1,WALL STREET,10005,2126358874
40403880,CAFE 101 16TH FLOOR CAFETERIA,MANHATTAN,101,BARCLAY STREET,10007,2128152250
40403917,P.S. GOURMET (CAFE ON 8),MANHATTAN,754,5 AVENUE,10019,2128728830
40403988,Credit Agricole,MANHATTAN,1301,AVENUE OF THE AMERICAS,10019,2122617119
40403989,GOOD SHEPHERD SERVICES,MANHATTAN,337,EAST 17 STREET,10003,2124754245
40403999,CITY COLLEGE CAFETERIA,MANHATTAN,138,ST CONVENT AVE,10031,2126506771
40404010,ING FORMAN SELZ,MANHATTAN,230,PARK AVENUE,10017,2123098465
40404017,CRAVATH CAFE,MANHATTAN,825,8 AVENUE,10019,2124744863
40404023,PATTERSON EMPLOYEE CAFETERIA,MANHATTAN,1133,AVENUE OF AMERICAS,10036,2123362649
40404024,THE PENN CLUB,MANHATTAN,30,WEST   44 STREET,10036,2124036544
40404069,MUTUAL OF AMERICA,MANHATTAN,320,PARK AVENUE,10022,2122241059
40404071,CULINART CAFE,MANHATTAN,30,ROCKEFELLER PLAZA,10112,2127284132
40404074,MORGAN STANLEY CAFETERIA,MANHATTAN,750,7 AVENUE,10019,2127611947
40404080,LAZARD FRERES,MANHATTAN,30,ROCKEFELLER PLAZA,10112,2126326173
40423356,GLASER'S BAKERY,MANHATTAN,1670,1 AVENUE,10128,2122892562
40423364,HOLTERMANN'S BAKERY,STATEN ISLAND,405,ARTHUR KILL ROAD,10308,7189847095
40423399,LORDS BAKERY,BROOKLYN,2135,NOSTRAND AVENUE,11210,7184349551
40423403,LA DELICE PASTRY SHOP,MANHATTAN,372,3 AVENUE,10016,2125324409
40423440,BUONO BAKERY,STATEN ISLAND,1117,HYLAN BOULEVARD,10305,7184483229
40423450,BAGEL CORNER,BRONX,581,WEST  235 STREET,10463,7185499709
40423481,KINGSTON TROPICAL BAKERY,BRONX,4000,WHITE PLAINS ROAD,10466,7187980076
40423510,ALIOTTA BAKE SHOP,BROOKLYN,4522,AVENUE N,11234,7182524888
40423527,ALLAN'S BAKERY,BROOKLYN,1109,NOSTRAND AVENUE,11225,7187747892
40423532,V & V BAKERY,QUEENS,6119,ROOSEVELT AVENUE,11377,7184761669
40423547,CONCOURSE JAMAICAN BAKERY,BRONX,252,EAST  167 STREET,10456,7186814015
40423559,GREENWOOD BAKERY,QUEENS,11102,LIBERTY AVENUE,11419,7188434828
40423563,CIRCO PASTRY SHOP,BROOKLYN,312,KNICKERBOCKER AVENUE,11237,7183817199
40423571,ARTUSO PASTRY SHOP,BRONX,670,EAST  187 STREET,10458,7183672515
40423654,HUNGARIAN PASTRY SHOP,MANHATTAN,1030,AMSTERDAM AVENUE,10025,2128664230
40423674,ANDRE'S HUNGARIAN,QUEENS,10028,QUEENS BOULEVARD,11375,7188300266
40423705,ZARO'S BAKERY,MANHATTAN,89,EAST   42 STREET,10017,2123767619
40423819,ALFONSO'S PASTRY SHOPPE,STATEN ISLAND,1899,VICTORY BOULEVARD,10314,7182738802
40423830,CHAMPION BAKERY,BRONX,3978,WHITE PLAINS ROAD,10466,7187981203
40423976,O.B'S BAKERY,QUEENS,165-76,BAISLEY BOULEVARD,11434,7189784247
40424247,BAGELS DELI,QUEENS,7039,PARSONS BOULEVARD,11365,7185913615
40424273,AL CHOLO BAKERY,BRONX,3825,WHITE PLAINS ROAD,10467,7186559737
40424337,BAGEL WORKS,MANHATTAN,1229,FIRST AVENUE,10065,2127446444
40424365,MRS. MAXWELL'S BAKERY,BROOKLYN,2700,ATLANTIC AVENUE,11207,7183457400
40424400,LUNG MOON BAKERY,MANHATTAN,83,MULBERRY STREET,10013,2123494945
40424410,HIGHWAY BAGELS,BROOKLYN,1921,KINGS HIGHWAY,11229,7183369200
40424418,ANGEL FLAKES PATTIES,BROOKLYN,2114,NOSTRAND AVENUE,11210,7184340816
40424430,MOTHER'S BAKE SHOP,BRONX,548,WEST  235 STREET,10463,7187965676
40424437,CAPRI BAKERY,MANHATTAN,186,EAST  116 STREET,10029,2124101876
40424488,RENATO'S PASTRY SHOP,STATEN ISLAND,1646,FOREST AVENUE,10302,7184426838
40424515,PASTICCERIA LA TORRE,QUEENS,158-12,CROSSBAY BOULEVARD,11414,7188432306
40424633,MANNA HOUSE,MANHATTAN,125,MOTT STREET,10013,2129663766
40424709,THE CAKE CHEF,STATEN ISLAND,957,JEWETT AVENUE,10314,7184481290
40424723,NITA'S EUROPEAN BAKERY,QUEENS,40-10,GREENPOINT AVENUE,11104,7187844047
40424765,FRANCO BAKERY,BRONX,527,EAST  138 STREET,10454,7189934200
40424770,RUSSO'S BAKERY,QUEENS,6104,GRAND AVENUE,11378,7188944919
40424780,MANNA ONE BAKERY,MANHATTAN,27,CATHERINE STREET,10038,2126087551
40424894,AMY'S BREAD,MANHATTAN,672,9 AVENUE,10036,2129772670
40424906,MANNA HOUSE BAKERY,MANHATTAN,87,EAST BROADWAY,10002,2122676200
40424919,BIARRITZ BAKERY,BRONX,1015,EAST  167 STREET,10459,7185421848
40424933,CREATIVE CAKES,MANHATTAN,400,EAST 74 STREET,10021,2127949811
40424972,JACKIE'S WEST INDIAN BAKERY,BRONX,1203,EAST  233 STREET,10466,7189942541
40425000,PATMAR BAKE SHOP,QUEENS,20507,LINDEN BOULEVARD,11412,7183410900
40425021,BAGEL BAZAAR,BROOKLYN,2208,86 STREET,11214,7189967440
40425023,PATE'S JEANTY,QUEENS,219-09,HEMPSTEAD AVENUE,11429,7184680025
40425029,VITO'S BAKERY,BROOKLYN,1916,AVENUE U,11229,7183323577
40425060,APOLLO BAKERY,QUEENS,135-36,39 AVENUE,11354,7189610596
40425088,RUSSO'S BAKERY,QUEENS,69-11,MYRTLE AVENUE,11385,7183662700
40425131,BAKER'S DOZEN BAGEL,QUEENS,8109,LEFFERTS BOULEVARD,11415,7188471930
40425143,BAGEL SHOPPE,QUEENS,215-03,73 AVENUE,11364,7184236692
40482436,VITTORIA BAKERY,BROOKLYN,166,BEDFORD AVENUE,11249,7183883118
40482586,BOOTH THEATER,MANHATTAN,220,45 STREET,10036,2125867610
40482591,MAJESTIC THEATER,MANHATTAN,245,WEST 44 STREET,10036,2125867610
40482592,BERNARD B JACOBS THEATER,MANHATTAN,242,WEST 45 STREET,10036,2125867610
40482593,SHUBERT THEATER,MANHATTAN,225,WEST 44 STREET,10036,2125867610
40482596,BROADHURST THEATER,MANHATTAN,235,WEST 44 STREET,10036,2125867610
40482597,BROADWAY THEATRE,MANHATTAN,1681,BROADWAY,10019,2125867610
40482598,IMPERIAL THEATRE,MANHATTAN,249,WEST   45 STREET,10036,2125867610
40482599,SCHOENFIELD,MANHATTAN,236,WEST 45 STREET,10036,2125867610
40482600,WINTER GARDEN THEATER,MANHATTAN,1634,BROADWAY,10019,2125867610
40482841,LINCOLN PLAZA CINEMAS,MANHATTAN,30,LINCON PLAZA,10023,2127573458
40483195,THE JOYCE THEATER,MANHATTAN,175,EIGHTH AVENUE,10011,2126919740
40483540,WALTER READE THEATER,MANHATTAN,70,LINCOLN CENTER PLAZA,10023,2128755201
40483589,HIDDEN COTTAGE,STATEN ISLAND,286,NEW DORP LANE,10306,7189800460
40483596,GERSHWIN THEATRE,MANHATTAN,222,WEST   51 STREET,10019,2123544624
40483597,RICHARD ROGERS THEATRE,MANHATTAN,226,WEST 46 STREET,10036,2123454624
40483602,NEDERLANDER THEATER BA,MANHATTAN,208,WEST   41 STREET,10036,2123544624
40483694,MINSKOFF THEATER,MANHATTAN,200,WEST   45 STREET,10036,2123544624
40483695,MARQUIS THEATER,MANHATTAN,1535,BROADWAY,10036,2123544624
40483696,BROOKS ATKINSON THEATER,MANHATTAN,256,WEST   47 STREET,10036,2123544624
40483697,LUNT FONTANNE THEATER,MANHATTAN,205,WEST   46 STREET,10036,2123544624
40483729,CAFE MADISON,MANHATTAN,51,MADISON AVENUE,10010,2125766303
40510286,ROYS REST & SPORTS BAR,QUEENS,11101,LIBERTY AVENUE,11419,7186412254
40510293,DON PEPIS DELICATESSEN,MANHATTAN,0,AMTRAK LEVEL,10001,2127600802
40510301,EL VAQUERO BARRAS,BRONX,2649,WEBSTER AVENUE,10458,7183295650
40510328,CHINA WOK II,BRONX,2459,WEBSTER AVENUE,10458,7185842488
40510331,RANDAZZO PIZZA RESTAURANT,BROOKLYN,306,DITMAS AVENUE,11218,7184362624
40510335,DEVON & BLAKELY,MANHATTAN,250,PARK AVENUE,10017,2126610101
40510341,THE MUFFINS SHOP,MANHATTAN,222,COLUMBUS AVENUE,10023,2128751173
40510389,ZARO'S BREAD BASKET,MANHATTAN,1,PENNSYLVANIA STATION (AMTRACK),10001,2122920405
40510439,LA ISLA RESTAURANT,MANHATTAN,1883,THIRD AVENUE,10029,2125340002
40510605,HAMILTON DELI,MANHATTAN,1129,AMSTERDAM AVENUE,10025,2127498924
40510647,ROTI CORNER RESTAURANT,QUEENS,180-18,HILLSIDE AVENUE,11432,7186577908
40510804,WOODROW DINER,STATEN ISLAND,655,ROSSVILLE AVENUE,10309,7186054031
40510811,DUNKIN' DONUTS/SUBWAY,BROOKLYN,552,3 AVENUE,11215,7187887888
40510823,PITUSA BAKERY,BRONX,831,EAST  149 STREET,10455,7185854129
40510827,TAJIN RESTAURANT,MANHATTAN,85,GREENWICH STREET,10006,2125095017
40510969,CAFE ASEAN,MANHATTAN,117,WEST   10 STREET,10011,2126330348
40511155,THE GINGER MAN,MANHATTAN,11,EAST 36 STREET,10016,2125323740
40511169,THE CENTRAL BAR,MANHATTAN,109,EAST    9 STREET,10003,2125295333
40511194,SILVER SPURS/MOLCAJATE TAQUERIA,MANHATTAN,490494,LA GUARDIA PLACE,10012,2122282333
40511243,LITTLE SAL'S ITALIANO,MANHATTAN,10,EAST   16 STREET,10003,2122431616
40511292,EL CASTILLO DE MADISON,MANHATTAN,207,MADISON STREET,10002,2122272892
40511309,TREVI DELI,MANHATTAN,48,UNION SQUARE EAST,10003,2124734493
40511312,PLUM TOMATOES PIZZERIA & RESTAURANT,QUEENS,420,BEACH  129 STREET,11694,7184741775
40511479,CIBAR - LADY MENDL'S TEA SALON,MANHATTAN,56,IRVING PLACE,10003,2124605656
40511577,VINCENT'S PIZZERIA,BROOKLYN,3915,9 AVENUE,11232,7188518838
40511645,RESTIVO RISTORANTE,MANHATTAN,209,7 AVENUE,10011,2123664133
40511659,I TRULLI RESTAURANT,MANHATTAN,122,EAST   27 STREET,10016,2124817372
40511696,GEMINI'S LOUNGE,QUEENS,107-23,LIBERTY AVENUE,11417,7183230502
40511702,NOTARO RESTAURANT,MANHATTAN,635,SECOND AVENUE,10016,2126863400
40511771,PIZZA PARK,MANHATTAN,1233,FIRST AVENUE,10065,2128796444
40511852,DOMINO'S PIZZA,MANHATTAN,1993,THIRD AVENUE,10029,2128310300
40511904,KITTY KIERNANS,BROOKLYN,9717,3 AVENUE,11209,7189210217
40512002,RAINBOW FALAFEL,MANHATTAN,26,EAST   17 STREET,10003,2126918641
40512074,ALFONSO'S PASTRY SHOPPE,STATEN ISLAND,4366,AMBOY ROAD,10312,7189848011
40512087,BIG NEW YORK FRIED CHICKEN,QUEENS,715,BEACH   20 STREET,11691,7183372312
40512123,VILLAGE YOGURT,MANHATTAN,547,6 AVENUE,10011,2129293752
40512129,MILL KOREAN RESTAURANT,MANHATTAN,2895,BROADWAY,10025,2126667653
40512167,BROOKLYN PIZZA,BROOKLYN,200608,CHURCH AVENUE,11226,7189416146
40512172,THE ASTORIA WORLD MANOR,QUEENS,2522,_ASTORIA BOULEVARD,11102,7182787766
40512186,CAFE OLE USA,MANHATTAN,453,_WEST   54 STREET,10019,2122469737
40512204,STARBUCKS COFFEE,MANHATTAN,38,PARK ROW,10038,2125871103
40512207,WOODLAWN CAFE,BRONX,3700,JEROME AVENUE,10467,9144263622
40512258,BLUE RIBBON SUSHI,MANHATTAN,119,SULLIVAN STREET,10012,2123430404
40512297,BARRACUDA BAR,MANHATTAN,275,WEST   22 STREET,10011,2126458613
40512403,CHINA CHALET,MANHATTAN,47,BROADWAY,10006,2129434380
40512425,MCDONALD'S,BROOKLYN,5713,CHURCH AVENUE,11203,7189226085
40512445,BELLA BLU,MANHATTAN,967,LEXINGTON AVENUE,10021,2129884624
40512520,CHELSEA TRATTORIA,MANHATTAN,108,8 AVENUE,10011,2129247786
40512610,WHITE CASTLE,BRONX,1831,WEBSTER AVENUE,10457,7182941205
40512617,ZARO'S BREAD BASKET,MANHATTAN,89,EAST   42 STREET,10017,2122920163
40512717,BAIS ROCHEL,BROOKLYN,125,HEYWARD STREET,11206,7189359617
40512746,CROWN DINER,BRONX,79,EAST  161 STREET,10451,7185380309
40512788,ELIA CORNER FOR FISH,QUEENS,2402,31 STREET,11102,7189321510
40512852,DOC WATSONS,MANHATTAN,1490,2 AVENUE,10075,2129885300
40512865,CONNOLLY'S PUB,MANHATTAN,14,EAST   47 STREET,10017,2128673767
40512868,AQUA GRILL,MANHATTAN,210,SPRING STREET,10012,2122740505
40512883,TOUS LES JOURS,QUEENS,39-02,UNION STREET,11354,7187626557
40513021,BLUE MOUNTAIN RESTAURANT & JERK CENTER,BROOKLYN,169597,UTICA AVENUE,11234,7183382968
40513031,FIREHOUSE,MANHATTAN,522,COLUMBUS AVENUE,10024,2127873473
40513059,LOS ANGELES BAKERY,BROOKLYN,729,FLUSHING AVENUE,11206,7187827023
40513133,EL CONTINENTAL RESTAURANT,BROOKLYN,672,FIFTH AVENUE,11215,7188321327
40513164,MCGEES PUB,MANHATTAN,240,WEST 55 STREET,10019,2129573536
40513184,ACE BAR,MANHATTAN,531,EAST    5 STREET,10009,2129798476
40513217,B66 CLUB,BROOKLYN,6612,NEW UTRECHT AVE,11219,7183310074
40513414,PADDY MAGUIRE'S ALE HOUSE,MANHATTAN,237,THIRD AVENUE,10003,2122530031
40513416,BURGER KING,STATEN ISLAND,950,JEWETT AVENUE,10314,7187208498
40513609,SKYLIGHT DINER,MANHATTAN,402,WEST   34 STREET,10001,2122440395
40513633,ARTE CAFE,MANHATTAN,106,WEST   73 STREET,10023,2125017014
40513662,PIAXTLA ES MEXICO DELI,BROOKLYN,505,51 STREET,11220,7186334816
40513757,VATAN,MANHATTAN,409,3 AVENUE,10016,2126895666
40513798,SOHO GRAND HOTEL,MANHATTAN,310,WEST BROADWAY,10013,2129653000
40513885,ANOPOLI FAMILY RESTAURANT,BROOKLYN,6920,3 AVENUE,11209,7187483863
40514147,CREATIVE EDGE CATERERS,MANHATTAN,110,BARROW STREET,10014,2127413000
40514282,EL NUEVO AMBIENTE RESTAURANT,QUEENS,20-09,NEW HAVEN AVENUE,11691,7183276326
40514373,NICK AND TONI'S CAFE,MANHATTAN,100,WEST   67 STREET,10023,2124964000
40514492,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,39-56,61 STREET,11377,7185071999
40514507,ST. MARKS ALE HOUSE,MANHATTAN,2,ST MARKS PLACE,10003,2122609762
40514734,TONY'S PIZZA,BROOKLYN,355,GRAHAM AVENUE,11211,7183848669
40515124,RENEE'S KITCHENETTE,QUEENS,6914,ROOSEVELT AVENUE,11377,7184769002
40515211,MCDONALD'S,BRONX,3440,JEROME AVENUE,10467,7186527257
40515448,FREDDIE & PEPPER'S PIZZA,MANHATTAN,303,AMSTERDAM AVENUE,10023,2127992378
40515523,BLUE WATER GRILL,MANHATTAN,31,UNION SQUARE WEST,10003,2126759500
40515590,E-DAH KOREAN BBQ LOUNGE,QUEENS,160-34,NORTHERN BOULEVARD,11358,7184457276
40515597,ANYWAY CAFE,MANHATTAN,34,EAST    2 STREET,10003,2125333412
40515670,ARTIE'S,BRONX,394,CITY ISLAND AVENUE,10464,7188859885
40515675,CROSSTOWN DINER,BRONX,2880,BRUCKNER BOULEVARD,10465,7185973450
40515702,STARBUCKS COFFEE,MANHATTAN,78,SPRING STREET,10012,2122192961
40515875,ATLANTIS DINER,BROOKLYN,8600,FOSTER AVENUE,11236,7189687100
40515886,THE BUBBLE LOUNGE,MANHATTAN,228,WEST BROADWAY,10013,2124313433
40516149,AZUSA OF JAPAN,MANHATTAN,3,EAST   44 STREET,10017,2126810001
40516509,CAMPUS CENTER CAFETERIA,STATEN ISLAND,2800,VICTORY BOULEVARD,10314,7189823026
40516511,FOOD FOR THOUGHT LIBRARY CAFE,STATEN ISLAND,2800,VICTORY BOULEVARD,10314,7189823026
40516860,IL PALAZZO,MANHATTAN,151,MULBERRY STREET,10013,2123437000
40517120,BLUE BAY DINER,QUEENS,5850,FRANCIS LEWIS BOULEVARD,11364,7182256333
40518828,STARBUCKS COFFEE,MANHATTAN,330,MADISON AVENUE,10017,2126821880
40519425,RAMONA'S BAKERY,QUEENS,166-14,HILLSIDE AVENUE,11432,7182972025
40519978,MADRAS MAHAL,MANHATTAN,104,LEXINGTON AVENUE,10016,2126844010
40520604,STARBUCKS COFFEE,QUEENS,70-00,AUSTIN STREET,11375,7182684719
40520857,TIRAMISU RESTAURANT,MANHATTAN,1410,3 AVENUE,10028,2129889780
40521003,TOPAZE RESTAURANT & JERK CHICKEN,BROOKLYN,1875,UTICA AVENUE,11234,7184447070
40521005,AL-DENTE,MANHATTAN,417,AMSTERDAM AVENUE,10024,2123621180
40521343,MCDONALD'S,STATEN ISLAND,803,FOREST AVENUE,10310,7188766088
40521624,CATANIA'S PIZZA CAFE,BRONX,2303,ARTHUR AVENUE,10458,7185843583
40522190,KINGS CARRIAGE HOUSE,MANHATTAN,251,EAST   82 STREET,10028,2127345490
40522372,DUNKIN' DONUTS BASKIN ROBBINS,BROOKLYN,1285,BROADWAY,11221,7184539880
40523095,AU BON PAIN,MANHATTAN,625,8 AVENUE,10018,2125025939
40523342,REGO PARK CAFE,QUEENS,94-14,63 DRIVE,11374,7184592233
40523753,BELLROSE DELI,QUEENS,247-73,JAMAICA AVENUE,11426,7183472023
40523865,POPEYES CHICKEN & BISCUITS,MANHATTAN,2730,FREDRICK DOUGLAS BOULEVARD,10039,2126949293
40523972,STARBUCKS COFFEE,MANHATTAN,24,STATE STREET,10004,2124821180
40524778,MCQUAIDS PUBLIC HOUSE,MANHATTAN,589,11 AVENUE,10036,2125826359
40524833,STARBUCKS COFFEE (STORE #7216),MANHATTAN,1280,LEXINGTON AVENUE,10028,2124262580
40524836,STARBUCKS COFFEE,MANHATTAN,378,6 AVENUE,10011,2124772690
40524837,JIMMY RYAN'S,BRONX,3005,MIDDLETOWN ROAD,10461,7188635687
40524843,STARBUCKS COFFEE,MANHATTAN,1372,BROADWAY,10018,2129210827
